id,name,scientific name,type,parent species id,family,group,authority,rarity,status,obscurity,link
58,Aalscholver,Phalacrocorax carbo,soort,,Phalacrocoracidae (Aalscholvers),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/58/
240788,Aalscholver onbekend,Phalacrocoracidae indet.,verzamelsoort,,Phalacrocoracidae (Aalscholvers),Vogels,,algemeen,inheems,,https://waarneming.nl/species/240788/
214,Aasgier,Neophron percnopterus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/214/
73546,Abdims Ooievaar,Ciconia abdimii,soort,,Ciconiidae (Ooievaars),Vogels,"Lichtenstein, MHC, 1823",algemeen,exoot,,https://waarneming.nl/species/73546/
72847,Afrikaans Purperhoen,Porphyrio alleni,soort,,"Rallidae (Rallen, koeten en waterhoentjes)",Vogels,"Thomson, TRH, 1842",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/72847/
70483,Afrikaanse Dwergeend,Nettapus auritus,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Boddaert, P, 1783)",vrij algemeen,exoot,,https://waarneming.nl/species/70483/
73545,Afrikaanse Gaper,Anastomus lamelligerus,soort,,Ciconiidae (Ooievaars),Vogels,"Temminck, CJ, 1823",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/73545/
21115,Afrikaanse Lepelaar,Platalea alba,soort,,Threskiornithidae (Ibissen en Lepelaars),Vogels,"Scopoli, GA, 1786",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/21115/
2020,Afrikaanse Maraboe,Leptoptilos crumenifer,soort,,Ciconiidae (Ooievaars),Vogels,"(Lesson, RP, 1831)",vrij algemeen,exoot,,https://waarneming.nl/species/2020/
18680,Afrikaanse Nimmerzat,Mycteria ibis,soort,,Ciconiidae (Ooievaars),Vogels,"(Linnaeus, C, 1766)",vrij algemeen,exoot,,https://waarneming.nl/species/18680/
72176,Afrikaanse Oehoe,Bubo africanus,soort,,Strigidae (Uilen),Vogels,"(Temminck, CJ, 1821)",vrij algemeen,exoot,,https://waarneming.nl/species/72176/
1178207,Afrikaanse Vink,Fringilla spodiogenys,soort,,Fringillidae (Vinken),Vogels,"Bonaparte, CLJL, 1841",zeer zeldzaam,inheems,,https://waarneming.nl/species/1178207/
27150,Afrikaanse Wielewaal,Oriolus auratus,soort,,Oriolidae (Wielewalen en Vijgvogels),Vogels,"Vieillot, LJP, 1817",vrij algemeen,exoot,,https://waarneming.nl/species/27150/
79302,Afrikaanse Woestijngrasmus,Curruca deserti,soort,,Sylviidae (Grasmussen),Vogels,"(Loche, V, 1858)",zeer zeldzaam,inheems,,https://waarneming.nl/species/79302/
19275,Afrikaanse Zwarte Eend,Anas sparsa,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Eyton, TC, 1838",algemeen,exoot,,https://waarneming.nl/species/19275/
689264,Agapornis onbekend,Agapornis spec.,verzamelsoort,,Psittaculidae (Parkieten),Vogels,"Selby, PJ, 1836",vrij algemeen,exoot,,https://waarneming.nl/species/689264/
72928,Alaskastrandloper,Calidris mauri,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Cabanis, JL, 1857)",zeer zeldzaam,inheems,,https://waarneming.nl/species/72928/
71523,Alexanderparkiet,Psittacula alexandri,soort,,Psittaculidae (Parkieten),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,exoot,,https://waarneming.nl/species/71523/
215,Alk,Alca torda,soort,,Alcidae (Alken),Vogels,"Linnaeus, C, 1758",vrij algemeen,inheems,,https://waarneming.nl/species/215/
1967,Alk of Zeekoet,Alca torda / Uria aalge,verzamelsoort,,Alcidae (Alken),Vogels,,vrij algemeen,inheems,,https://waarneming.nl/species/1967/
643158,Alkachtige onbekend,Alcidae indet.,verzamelsoort,,Alcidae (Alken),Vogels,,algemeen,inheems,,https://waarneming.nl/species/643158/
159932,Alpenbeflijster,Turdus torquatus alpestris,ondersoort,226,Turdidae (Lijsters),Vogels,"(Brehm, CL, 1831)",zeer zeldzaam,inheems,,https://waarneming.nl/species/159932/
216,Alpengierzwaluw,Tachymarptis melba,soort,,Apodidae (Gierzwaluwen),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/216/
1560,Alpenheggenmus,Prunella collaris,soort,,Prunellidae (Heggenmussen),Vogels,"(Scopoli, GA, 1769)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1560/
1596,Alpenkauw,Pyrrhocorax graculus,soort,,Corvidae (Kraaien en Gaaien),Vogels,"(Linnaeus, C, 1766)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1596/
1597,Alpenkraai,Pyrrhocorax pyrrhocorax,soort,,Corvidae (Kraaien en Gaaien),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1597/
70484,Amazonetaling,Amazonetta brasiliensis,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Gmelin, JF, 1789)",vrij algemeen,exoot,,https://waarneming.nl/species/70484/
239306,Amerikaanse Blauwe Kiekendief,Circus hudsonius,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Linnaeus, C, 1766)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/239306/
72975,Amerikaanse Bontbekplevier,Charadrius semipalmatus,soort,,Charadriidae (Kieviten en Plevieren),Vogels,"Bonaparte, CLJL, 1825",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/72975/
19320,Amerikaanse Bosruiter,Tringa solitaria,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"Wilson, A, 1813",zeer zeldzaam,inheems,,https://waarneming.nl/species/19320/
245228,Amerikaanse Bosruiter ssp solitaria,Tringa solitaria solitaria,ondersoort,19320,Scolopacidae (Strandlopers en snippen),Vogels,"Wilson, A, 1813",zeer zeldzaam,inheems,,https://waarneming.nl/species/245228/
1722,Amerikaanse Fregatvogel,Fregata magnificens,soort,,Fregatidae (Fregatvogels),Vogels,"Mathews, GM, 1914",zeer zeldzaam,inheems,,https://waarneming.nl/species/1722/
893,Amerikaanse Goudplevier,Pluvialis dominica,soort,,Charadriidae (Kieviten en Plevieren),Vogels,"(Müller, PLS, 1776)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/893/
79269,Amerikaanse Grote Zee-eend,Melanitta deglandi,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Bonaparte, CLJL, 1850)",zeer zeldzaam,inheems,,https://waarneming.nl/species/79269/
73455,Amerikaanse Kleine Zilverreiger,Egretta thula,soort,,Ardeidae (Reigers),Vogels,"(Molina, GI, 1782)",vrij algemeen,exoot,,https://waarneming.nl/species/73455/
76726,Amerikaanse Klifzwaluw,Petrochelidon pyrrhonota,soort,,Hirundinidae (Zwaluwen),Vogels,"(Vieillot, LJP, 1817)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/76726/
29000,Amerikaanse Oehoe,Bubo virginianus,soort,,Strigidae (Uilen),Vogels,"(Gmelin, JF, 1788)",algemeen,exoot,,https://waarneming.nl/species/29000/
72919,Amerikaanse Oeverloper,Actitis macularius,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Linnaeus, C, 1766)",zeer zeldzaam,inheems,,https://waarneming.nl/species/72919/
927571,Amerikaanse Regenwulp,Numenius hudsonicus,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"Latham, J, 1790",zeer zeldzaam,inheems,,https://waarneming.nl/species/927571/
799,Amerikaanse Smient,Mareca americana,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Gmelin, JF, 1789)",zeer zeldzaam,inheems,,https://waarneming.nl/species/799/
21114,Amerikaanse Steltkluut,Himantopus mexicanus,soort,,Recurvirostridae (Kluten),Vogels,"(Müller, PLS, 1776)",vrij algemeen,exoot,,https://waarneming.nl/species/21114/
784,Amerikaanse Tafeleend,Aythya americana,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Eyton, TC, 1838)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/784/
73357,Amerikaanse Torenvalk,Falco sparverius,soort,,Falconidae (Caracara's en Valken),Vogels,"Linnaeus, C, 1758",zeer zeldzaam,incidentele invoer,,https://waarneming.nl/species/73357/
186858,Amerikaanse Waterpieper,Anthus rubescens,soort,,Motacillidae (Piepers en Kwikstaarten),Vogels,"(Tunstall, M, 1771)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/186858/
80488,Amerikaanse Watersnip,Gallinago delicata,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Ord, G, 1825)",zeer zeldzaam,inheems,,https://waarneming.nl/species/80488/
803,Amerikaanse Wintertaling,Anas crecca carolinensis,ondersoort,243854,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Gmelin, JF, 1789",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/803/
790,Amerikaanse Zee-eend,Melanitta americana,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Swainson, WJ, 1832)",zeer zeldzaam,inheems,,https://waarneming.nl/species/790/
73153,Amerikaanse Zeearend,Haliaeetus leucocephalus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Linnaeus, C, 1766)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/73153/
934,Amerikaanse Zilvermeeuw,Larus smithsonianus,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Coues, E, 1862",zeer zeldzaam,inheems,,https://waarneming.nl/species/934/
801,Amerikaanse Zwarte Eend,Anas rubripes,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Brewster, W, 1902",zeer zeldzaam,inheems,,https://waarneming.nl/species/801/
159894,Amerikaanse Zwarte Stern,Chlidonias niger surinamensis,ondersoort,32,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"(Gmelin, JF, 1789)",zeer zeldzaam,inheems,,https://waarneming.nl/species/159894/
892,Amerikaanse of Aziatische Goudplevier,Pluvialis dominica / fulva,verzamelsoort,,Charadriidae (Kieviten en Plevieren),Vogels,,zeer zeldzaam,inheems,,https://waarneming.nl/species/892/
76399,Amethistspreeuw,Cinnyricinclus leucogaster,soort,,Sturnidae (Spreeuwen),Vogels,"(Boddaert, P, 1783)",vrij algemeen,exoot,,https://waarneming.nl/species/76399/
188731,Amoerkwikstaart,Motacilla alba leucopsis,ondersoort,202,Motacillidae (Piepers en Kwikstaarten),Vogels,"Gould, J, 1838",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/188731/
73364,Amoerroodpootvalk,Falco amurensis,soort,,Falconidae (Caracara's en Valken),Vogels,"Radde, GFR, 1863",zeer zeldzaam,inheems,,https://waarneming.nl/species/73364/
1007,Amoerroodstuitzwaluw,Cecropis daurica,soort,,Hirundinidae (Zwaluwen),Vogels,"(Laxmann, E, 1769)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1007/
1593,Anatolische Woestijnplevier,Anarhynchus leschenaultii columbinus,ondersoort,890,Charadriidae (Kieviten en Plevieren),Vogels,"(Wagler, JG, 1829)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1593/
105015,Andeseend,Lophonetta specularioides,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(King, PP, 1828)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/105015/
70469,Andesgans,Chloephaga melanoptera,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Eyton, TC, 1838)",vrij algemeen,exoot,,https://waarneming.nl/species/70469/
59,Appelvink,Coccothraustes coccothraustes,soort,,Fringillidae (Vinken),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/59/
261994,Appelvink ssp coccothraustes,Coccothraustes coccothraustes coccothraustes,ondersoort,59,Fringillidae (Vinken),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/261994/
696639,Arend (Aquila) onbekend,Aquila spec.,verzamelsoort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"Brisson, MJ, 1760",onbekend,inheems,,https://waarneming.nl/species/696639/
220,Arendbuizerd,Buteo rufinus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Cretzschmar, PJ, 1829)",zeer zeldzaam,inheems,,https://waarneming.nl/species/220/
70496,Argentijnse Slobeend,Spatula platalea,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Vieillot, LJP, 1816)",vrij algemeen,exoot,,https://waarneming.nl/species/70496/
70461,Argentijnse Stekelstaart,Oxyura vittata,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Philippi, RA, 1860)",vrij algemeen,exoot,,https://waarneming.nl/species/70461/
104570,Atlantische Canadese Gans,Branta canadensis canadensis,ondersoort,110,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",algemeen,exoot,,https://waarneming.nl/species/104570/
96199,Atlantische Geelpootmeeuw,Larus michahellis atlantis,ondersoort,250,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Dwight, J, 1922",zeldzaam,inheems,,https://waarneming.nl/species/96199/
258131,Atlantische Provençaalse Grasmus,Curruca undata dartfordiensis,ondersoort,1141,Sylviidae (Grasmussen),Vogels,"(Latham, J, 1787)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/258131/
1255,Atlasvink,Fringilla spodiogenys africana,ondersoort,1178207,Fringillidae (Vinken),Vogels,"Levaillant, JJR, 1850",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1255/
221,Audouins Meeuw,Ichthyaetus audouinii,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"(Payraudeau, C, 1826)",zeer zeldzaam,inheems,,https://waarneming.nl/species/221/
70403,Auerhoen,Tetrao urogallus,soort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,"Linnaeus, C, 1758",vrij algemeen,exoot,verborgen,https://waarneming.nl/species/70403/
18651,Australische Bergeend,Tadorna tadornoides,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Jardine, W; Selby, PJ, 1828)",algemeen,exoot,,https://waarneming.nl/species/18651/
71443,Australische Koningsparkiet,Alisterus scapularis,soort,,Psittaculidae (Parkieten),Vogels,"(Lichtenstein, MHC, 1818)",vrij algemeen,exoot,,https://waarneming.nl/species/71443/
73531,Australische Pelikaan,Pelecanus conspicillatus,soort,,Pelecanidae (Pelikanen),Vogels,"Temminck, CJ, 1824",vrij algemeen,exoot,,https://waarneming.nl/species/73531/
19276,Australische Slobeend,Spatula rhynchotis,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Latham, J, 1801)",vrij algemeen,exoot,,https://waarneming.nl/species/19276/
70510,Australische Witoogeend,Aythya australis,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Eyton, TC, 1838)",vrij algemeen,exoot,,https://waarneming.nl/species/70510/
894,Aziatische Goudplevier,Pluvialis fulva,soort,,Charadriidae (Kieviten en Plevieren),Vogels,"(Gmelin, JF, 1789)",zeer zeldzaam,inheems,,https://waarneming.nl/species/894/
1474,Aziatische Roodborsttapuit,Saxicola maurus,soort,,Muscicapidae (Vliegenvangers),Vogels,"(Pallas, PS, 1773)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1474/
260013,Aziatische Roodborsttapuit ssp maurus,Saxicola maurus maurus,ondersoort,1474,Muscicapidae (Vliegenvangers),Vogels,"(Pallas, PS, 1773)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/260013/
1599,Aziatische Steenpatrijs,Alectoris chukar,soort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,"(Gray, JE, 1830)",vrij algemeen,exoot,,https://waarneming.nl/species/1599/
788603,Aziatische of Stejnegers Roodborsttapuit,Saxicola maurus / stejnegeri,verzamelsoort,,Muscicapidae (Vliegenvangers),Vogels,,zeer zeldzaam,inheems,,https://waarneming.nl/species/788603/
79075,Azuurbisschop,Cyanocompsa parellina,soort,,Cardinalidae (Kardinalen),Vogels,"(Bonaparte, CLJL, 1850)",vrij algemeen,exoot,,https://waarneming.nl/species/79075/
20734,Azuurmees,Cyanistes cyanus,soort,,Paridae (Mezen),Vogels,"(Pallas, PS, 1770)",zeer zeldzaam,inheems,,https://waarneming.nl/species/20734/
255568,Azuurmees ssp flavipectus,Cyanistes cyanus flavipectus,ondersoort,20734,Paridae (Mezen),Vogels,"(Severtsov, NA, 1873)",zeer zeldzaam,inheems,,https://waarneming.nl/species/255568/
255565,Azuurmees ssp tianschanicus,Cyanistes cyanus tianschanicus,ondersoort,20734,Paridae (Mezen),Vogels,"Menzbier, MA, 1884",zeer zeldzaam,inheems,,https://waarneming.nl/species/255565/
20307,Baardlijstergaai,Ianthocincla cineracea,soort,,Leiothrichidae (Babbelaars),Vogels,"(Godwin-Austen, HH, 1874)",algemeen,exoot,,https://waarneming.nl/species/20307/
50,Baardman,Panurus biarmicus,soort,,Panuridae (Baardmannen),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/50/
255626,Baardman ssp biarmicus,Panurus biarmicus biarmicus,ondersoort,50,Panuridae (Baardmannen),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/255626/
70509,Baers Witoogeend,Aythya baeri,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Radde, GFR, 1863)",zeer zeldzaam,incidentele invoer,,https://waarneming.nl/species/70509/
77991,Baglafechtwever,Ploceus baglafecht,soort,,Ploceidae (Wevers),Vogels,"(Daudin, FM, 1802)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/77991/
1676,Bahamapijlstaart,Anas bahamensis,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Linnaeus, C, 1758",algemeen,exoot,,https://waarneming.nl/species/1676/
1528,Bairds Strandloper,Calidris bairdii,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Coues, E, 1861)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1528/
1594,Balearische Roodkopklauwier,Lanius senator badius,ondersoort,53,Laniidae (Klauwieren),Vogels,"Hartlaub, KJG, 1854",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1594/
76423,Balispreeuw,Leucopsar rothschildi,soort,,Sturnidae (Spreeuwen),Vogels,"Stresemann, EFT, 1912",vrij algemeen,exoot,vervaagd (1km),https://waarneming.nl/species/76423/
1144,Balkanbaardgrasmus,Curruca cantillans,soort,,Sylviidae (Grasmussen),Vogels,"(Pallas, PS, 1764)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1144/
195628,Balkanbaardgrasmus ssp albistriata,Curruca cantillans albistriata,ondersoort,1144,Sylviidae (Grasmussen),Vogels,"Brehm, CL, 1855",zeer zeldzaam,inheems,,https://waarneming.nl/species/195628/
195629,Balkanbaardgrasmus ssp cantillans,Curruca cantillans cantillans,ondersoort,1144,Sylviidae (Grasmussen),Vogels,"(Pallas, PS, 1764)",zeer zeldzaam,inheems,,https://waarneming.nl/species/195629/
1574,Balkanbergfluiter,Phylloscopus orientalis,soort,,Phylloscopidae (Boszangers),Vogels,"(Brehm, CL, 1855)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1574/
1558,Balkankwikstaart,Motacilla flava feldegg,ondersoort,95,Motacillidae (Piepers en Kwikstaarten),Vogels,"Michahelles, K, 1830",zeer zeldzaam,inheems,,https://waarneming.nl/species/1558/
73204,Balkansperwer,Tachyspiza brevipes,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Severtsov, NA, 1850)",zeer zeldzaam,inheems,,https://waarneming.nl/species/73204/
76146,Balkanvliegenvanger,Ficedula semitorquata,soort,,Muscicapidae (Vliegenvangers),Vogels,"(Homeyer, EF, 1885)",zeer zeldzaam,inheems,,https://waarneming.nl/species/76146/
1590,Baltimoretroepiaal,Icterus galbula,soort,,Icteridae (Troepialen),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1590/
935,Baltische Mantelmeeuw,Larus fuscus fuscus,ondersoort,131,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Linnaeus, C, 1758",zeer zeldzaam,inheems,,https://waarneming.nl/species/935/
1556,Bandijsvogel,Megaceryle alcyon,soort,,Alcedinidae (IJsvogels),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1556/
78223,Bandvink,Amadina fasciata,soort,,Estrildidae (Prachtvinken),Vogels,"(Gmelin, JF, 1789)",algemeen,incidentele invoer,,https://waarneming.nl/species/78223/
223,Barmsijs,Acanthis flammea,soort,,Fringillidae (Vinken),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/223/
71448,Barrabandparkiet,Polytelis swainsonii,soort,,Psittaculidae (Parkieten),Vogels,"(Desmarest, A-G, 1826)",zeldzaam,exoot,,https://waarneming.nl/species/71448/
224,Bartrams Ruiter,Bartramia longicauda,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Bechstein, JM, 1812)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/224/
1183111,Bastaard of Schreeuwarend,Clanga clanga / pomarina,verzamelsoort,0,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,,zeer zeldzaam,inheems,,https://waarneming.nl/species/1183111/
225,Bastaardarend,Clanga clanga,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Pallas, PS, 1811)",zeer zeldzaam,inheems,,https://waarneming.nl/species/225/
73171,Bateleur,Terathopius ecaudatus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Daudin, FM, 1800)",vrij algemeen,exoot,,https://waarneming.nl/species/73171/
226,Beflijster,Turdus torquatus,soort,,Turdidae (Lijsters),Vogels,"Linnaeus, C, 1758",vrij algemeen,inheems,,https://waarneming.nl/species/226/
259581,Beflijster ssp torquatus,Turdus torquatus torquatus,ondersoort,226,Turdidae (Lijsters),Vogels,"Linnaeus, C, 1758",vrij algemeen,inheems,,https://waarneming.nl/species/259581/
72173,Bengaalse Oehoe,Bubo bengalensis,soort,,Strigidae (Uilen),Vogels,"(Franklin, J, 1831)",vrij algemeen,exoot,,https://waarneming.nl/species/72173/
61,Bergeend,Tadorna tadorna,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/61/
1169,Bergfluiter,Phylloscopus bonelli,soort,,Phylloscopidae (Boszangers),Vogels,"(Vieillot, LJP, 1819)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1169/
195689,Bergfluiter of Balkanbergfluiter,Phylloscopus bonelli / orientalis,verzamelsoort,,Phylloscopidae (Boszangers),Vogels,,zeer zeldzaam,inheems,,https://waarneming.nl/species/195689/
77967,Bergheggenmus,Prunella montanella,soort,,Prunellidae (Heggenmussen),Vogels,"(Pallas, PS, 1776)",zeer zeldzaam,inheems,,https://waarneming.nl/species/77967/
77667,Bergkalanderleeuwerik,Melanocorypha bimaculata,soort,,Alaudidae (Leeuweriken),Vogels,"(Ménétries, É, 1832)",zeer zeldzaam,inheems,,https://waarneming.nl/species/77667/
73053,Beringmeeuw,Larus glaucescens,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Naumann, JF, 1840",zeer zeldzaam,inheems,,https://waarneming.nl/species/73053/
73962,Beukenfeetiran,Empidonax virescens,soort,,Tyrannidae (Tirannen),Vogels,"(Vieillot, LJP, 1818)",zeer zeldzaam,inheems,,https://waarneming.nl/species/73962/
78168,Bichenows Astrild,Stizoptera bichenovii,soort,,Estrildidae (Prachtvinken),Vogels,"(Vigors, NA; Horsfield, T, 1827)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/78168/
1386,Bijeneter,Merops apiaster,soort,,Meropidae (Bijeneters),Vogels,"Linnaeus, C, 1758",zeldzaam,inheems,,https://waarneming.nl/species/1386/
78165,Binsenastrild,Emblema ruficauda,soort,,Estrildidae (Prachtvinken),Vogels,"(Gould, J, 1837)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/78165/
78744,Bisschopstangare,Thraupis episcopus,soort,,Thraupidae (Tangaren),Vogels,"(Linnaeus, C, 1766)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/78744/
227,Bladkoning,Phylloscopus inornatus,soort,,Phylloscopidae (Boszangers),Vogels,"(Blyth, E, 1842)",zeldzaam,inheems,,https://waarneming.nl/species/227/
27595,Blauw-gele Ara,Ara ararauna,soort,,Psittacidae (Papegaaien),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,exoot,,https://waarneming.nl/species/27595/
62,Blauwborst,Luscinia svecica,soort,,Muscicapidae (Vliegenvangers),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/62/
79077,Blauwe Bisschop,Passerina caerulea,soort,,Cardinalidae (Kardinalen),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,exoot,,https://waarneming.nl/species/79077/
1619,Blauwe Ekster,Cyanopica cooki,soort,,Corvidae (Kraaien en Gaaien),Vogels,"Bonaparte, CLJL, 1850",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/1619/
13,Blauwe Kiekendief,Circus cyaneus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Linnaeus, C, 1766)",vrij algemeen,inheems,,https://waarneming.nl/species/13/
70380,Blauwe Oorfazant,Crossoptilon auritum,soort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,"(Pallas, PS, 1811)",vrij algemeen,exoot,,https://waarneming.nl/species/70380/
2010,Blauwe Pauw,Pavo cristatus,soort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,"Linnaeus, C, 1758",algemeen,exoot,,https://waarneming.nl/species/2010/
64,Blauwe Reiger,Ardea cinerea,soort,,Ardeidae (Reigers),Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/64/
244124,Blauwe Reiger ssp cinerea,Ardea cinerea cinerea,ondersoort,64,Ardeidae (Reigers),Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/244124/
228,Blauwe Rotslijster,Monticola solitarius,soort,,Muscicapidae (Vliegenvangers),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/228/
674100,Blauwe of Rode Rotslijster,Monticola solitarius / saxatilis,verzamelsoort,,Muscicapidae (Vliegenvangers),Vogels,,zeer zeldzaam,inheems,,https://waarneming.nl/species/674100/
78130,Blauwfazantje,Uraeginthus bengalus,soort,,Estrildidae (Prachtvinken),Vogels,"(Linnaeus, C, 1766)",vrij algemeen,exoot,,https://waarneming.nl/species/78130/
71543,Blauwkoparatinga,Thectocercus acuticaudatus,soort,,Psittacidae (Papegaaien),Vogels,"(Vieillot, LJP, 1818)",vrij algemeen,exoot,,https://waarneming.nl/species/71543/
78131,Blauwkopastrild,Uraeginthus cyanocephalus,soort,,Estrildidae (Prachtvinken),Vogels,"(Richmond, CW, 1897)",vrij algemeen,exoot,,https://waarneming.nl/species/78131/
1203036,Blauwoorglansspreeuw,Lamprotornis chloropterus,soort,,Sturnidae (Spreeuwen),Vogels,"Swainson, WJ, 1838",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/1203036/
