id,name,scientific name,type,parent species id,family,group,authority,rarity,status,obscurity,link
245242,Drieteenstrandloper ssp alba,Calidris alba alba,ondersoort,83,Scolopacidae (Strandlopers en snippen),Vogels,"(Pallas, PS, 1764)",vrij algemeen,inheems,,https://waarneming.nl/species/245242/
643156,Duif onbekend,Columbidae indet.,verzamelsoort,,Columbidae (Duiven),Vogels,,algemeen,inheems,,https://waarneming.nl/species/643156/
1970,Duiker onbekend,Gavia spec.,verzamelsoort,,Gaviidae (Duikers),Vogels,"Forster, JR, 1788",vrij algemeen,inheems,,https://waarneming.nl/species/1970/
43,Duinpieper,Anthus campestris,soort,,Motacillidae (Piepers en Kwikstaarten),Vogels,"(Linnaeus, C, 1758)",zeldzaam,inheems,,https://waarneming.nl/species/43/
19286,Dunbekmeeuw,Chroicocephalus genei,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"(di Brème, FAG, 1839)",zeer zeldzaam,inheems,,https://waarneming.nl/species/19286/
1550,Dunbekwulp,Numenius tenuirostris,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"Vieillot, LJP, 1817",zeer zeldzaam,uitgestorven,,https://waarneming.nl/species/1550/
87301,Dunsnavelnotenkraker,Nucifraga caryocatactes macrorhynchos,ondersoort,1228,Corvidae (Kraaien en Gaaien),Vogels,"Brehm, CL, 1823",zeer zeldzaam,inheems,,https://waarneming.nl/species/87301/
242,Dwergaalscholver,Microcarbo pygmaeus,soort,,Phalacrocoracidae (Aalscholvers),Vogels,"(Pallas, PS, 1773)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/242/
71537,Dwergara,Ara severus,soort,,Psittacidae (Papegaaien),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,exoot,,https://waarneming.nl/species/71537/
243,Dwergarend,Hieraaetus pennatus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Gmelin, JF, 1788)",zeer zeldzaam,inheems,,https://waarneming.nl/species/243/
244,Dwerggans,Anser erythropus,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",zeldzaam,inheems,,https://waarneming.nl/species/244/
245,Dwerggors,Emberiza pusilla,soort,,Emberizidae (Gorzen),Vogels,"Pallas, PS, 1776",zeldzaam,inheems,,https://waarneming.nl/species/245/
76018,Dwerglijster,Catharus ustulatus,soort,,Turdidae (Lijsters),Vogels,"(Nuttall, T, 1840)",zeer zeldzaam,inheems,,https://waarneming.nl/species/76018/
84,Dwergmeeuw,Hydrocoloeus minutus,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"(Pallas, PS, 1776)",vrij algemeen,inheems,,https://waarneming.nl/species/84/
1553,Dwergooruil,Otus scops,soort,,Strigidae (Uilen),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1553/
31,Dwergstern,Sternula albifrons,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"(Pallas, PS, 1764)",vrij algemeen,inheems,,https://waarneming.nl/species/31/
245354,Dwergstern ssp albifrons,Sternula albifrons albifrons,ondersoort,31,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"(Pallas, PS, 1764)",vrij algemeen,inheems,,https://waarneming.nl/species/245354/
18729,Dwerguil,Glaucidium passerinum,soort,,Strigidae (Uilen),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/18729/
71549,Ecuadoraratinga,Psittacara erythrogenys,soort,,Psittacidae (Papegaaien),Vogels,"Lesson, RP, 1844",vrij algemeen,exoot,,https://waarneming.nl/species/71549/
78252,Edelzanger,Crithagra leucopygia,soort,,Fringillidae (Vinken),Vogels,"Sundevall, CJ, 1850",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/78252/
240802,Eend onbekend,Anatinae indet.,verzamelsoort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,,algemeen,inheems,,https://waarneming.nl/species/240802/
2265,"Eend, Gans of Zwaan onbekend",Anatidae indet.,verzamelsoort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,,algemeen,inheems,,https://waarneming.nl/species/2265/
11,Eider,Somateria mollissima,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/11/
243865,Eider ssp borealis,Somateria mollissima borealis,ondersoort,11,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Brehm, CL, 1824)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/243865/
243869,Eider ssp mollissima,Somateria mollissima mollissima,ondersoort,11,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/243869/
87,Ekster,Pica pica,soort,,Corvidae (Kraaien en Gaaien),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/87/
255050,Ekster ssp pica,Pica pica pica,ondersoort,87,Corvidae (Kraaien en Gaaien),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/255050/
70450,Ekstergans,Anseranas semipalmata,soort,,Anseranatidae (Ekstergans),Vogels,"(Latham, J, 1798)",algemeen,exoot,,https://waarneming.nl/species/70450/
246,Eleonora's Valk,Falco eleonorae,soort,,Falconidae (Caracara's en Valken),Vogels,"Géné, CG, 1839",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/246/
70382,Elliots Fazant,Syrmaticus ellioti,soort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,"(Swinhoe, R, 1872)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/70382/
199215,Elliots Lijstergaai,Trochalopteron elliotii,soort,,Leiothrichidae (Babbelaars),Vogels,"Verreaux, JP, 1871",algemeen,exoot,,https://waarneming.nl/species/199215/
70132,Emoe,Dromaius novaehollandiae,soort,,Casuariidae (Kasuarissen),Vogels,"(Latham, J, 1790)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/70132/
365,Engelse Kwikstaart,Motacilla flava flavissima,ondersoort,95,Motacillidae (Piepers en Kwikstaarten),Vogels,"(Blyth, E, 1834)",vrij algemeen,inheems,,https://waarneming.nl/species/365/
79136,Epauletspreeuw,Agelaius phoeniceus,soort,,Icteridae (Troepialen),Vogels,"(Linnaeus, C, 1766)",vrij algemeen,exoot,,https://waarneming.nl/species/79136/
248,Europese Kanarie,Serinus serinus,soort,,Fringillidae (Vinken),Vogels,"(Linnaeus, C, 1766)",zeldzaam,inheems,,https://waarneming.nl/species/248/
159675,Europese Stormmeeuw,Larus canus canus,ondersoort,183,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/159675/
73332,Falklandcaracara,Daptrius australis,soort,,Falconidae (Caracara's en Valken),Vogels,"(Gmelin, JF, 1788)",vrij algemeen,exoot,,https://waarneming.nl/species/73332/
88,Fazant,Phasianus colchicus,soort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,"Linnaeus, C, 1758",algemeen,exoot,,https://waarneming.nl/species/88/
643100,Fazantachtige onbekend,Phasianidae indet.,verzamelsoort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,,vrij algemeen,exoot,,https://waarneming.nl/species/643100/
20774,Filipijnse Eend,Anas luzonica,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Fraser, L, 1839",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/20774/
71497,Fischers Agapornis,Agapornis fischeri,soort,,Psittaculidae (Parkieten),Vogels,"Reichenow, A, 1887",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/71497/
89,Fitis,Phylloscopus trochilus,soort,,Phylloscopidae (Boszangers),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/89/
256655,Fitis ssp trochilus,Phylloscopus trochilus trochilus,ondersoort,89,Phylloscopidae (Boszangers),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/256655/
256656,Fitis ssp yakutensis,Phylloscopus trochilus yakutensis,ondersoort,89,Phylloscopidae (Boszangers),Vogels,"Ticehurst, CB, 1935",zeer zeldzaam,inheems,,https://waarneming.nl/species/256656/
1401,Flamingo,Phoenicopterus roseus,soort,,Phoenicopteridae (Flamingo's),Vogels,"Pallas, PS, 1811",zeldzaam,inheems,,https://waarneming.nl/species/1401/
18883,Flamingo onbekend,Phoenicopteridae indet.,verzamelsoort,,Phoenicopteridae (Flamingo's),Vogels,,vrij algemeen,inheems,,https://waarneming.nl/species/18883/
90,Fluiter,Phylloscopus sibilatrix,soort,,Phylloscopidae (Boszangers),Vogels,"(Bechstein, JM, 1792)",vrij algemeen,inheems,,https://waarneming.nl/species/90/
774,Fluitzwaan,Cygnus columbianus columbianus,ondersoort,243797,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Ord, G, 1815)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/774/
1502,Forsters Stern,Sterna forsteri,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Nuttall, T, 1834",zeer zeldzaam,inheems,,https://waarneming.nl/species/1502/
240795,Franjepoot onbekend,Phalaropus spec.,verzamelsoort,,Scolopacidae (Strandlopers en snippen),Vogels,"Brisson, MJ, 1760",zeldzaam,inheems,,https://waarneming.nl/species/240795/
929,Franklins Meeuw,Leucophaeus pipixcan,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"(Wagler, JG, 1831)",zeer zeldzaam,inheems,,https://waarneming.nl/species/929/
249,Frater,Linaria flavirostris,soort,,Fringillidae (Vinken),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/249/
261846,Frater ssp flavirostris,Linaria flavirostris flavirostris,ondersoort,249,Fringillidae (Vinken),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/261846/
91,Fuut,Podiceps cristatus,soort,,Podicipedidae (Futen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/91/
240791,Fuut onbekend,Podicipedidae indet.,verzamelsoort,,Podicipedidae (Futen),Vogels,,algemeen,inheems,,https://waarneming.nl/species/240791/
243996,Fuut ssp cristatus,Podiceps cristatus cristatus,ondersoort,91,Podicipedidae (Futen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/243996/
92,Gaai,Garrulus glandarius,soort,,Corvidae (Kraaien en Gaaien),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/92/
241053,Gaai ssp glandarius,Garrulus glandarius glandarius,ondersoort,92,Corvidae (Kraaien en Gaaien),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/241053/
240905,Gans (Anser) onbekend,Anser spec.,verzamelsoort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Brisson, MJ, 1760",algemeen,inheems,,https://waarneming.nl/species/240905/
18653,Gans (Anser/Branta) onbekend,Anser / Branta spec.,verzamelsoort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,,algemeen,inheems,,https://waarneming.nl/species/18653/
684718,Gans (Branta) onbekend,Branta spec.,verzamelsoort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Scopoli, GA, 1769",onbekend,inheems,,https://waarneming.nl/species/684718/
1530,Geelbrauwgors,Emberiza chrysophrys,soort,,Emberizidae (Gorzen),Vogels,"Pallas, PS, 1776",zeer zeldzaam,inheems,,https://waarneming.nl/species/1530/
71454,Geelbuikrosella,Platycercus caledonicus,soort,,Psittaculidae (Parkieten),Vogels,"(Gmelin, JF, 1788)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/71454/
55,Geelgors,Emberiza citrinella,soort,,Emberizidae (Gorzen),Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/55/
262611,Geelgors ssp citrinella,Emberiza citrinella citrinella,ondersoort,55,Emberizidae (Gorzen),Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/262611/
26550,Geelkaptroepiaal,Chrysomus icterocephalus,soort,,Icteridae (Troepialen),Vogels,"(Linnaeus, C, 1766)",vrij algemeen,exoot,,https://waarneming.nl/species/26550/
78401,Geelkeelgors,Emberiza elegans,soort,,Emberizidae (Gorzen),Vogels,"Temminck, CJ, 1836",vrij algemeen,exoot,,https://waarneming.nl/species/78401/
71657,Geelkopamazone,Amazona oratrix,soort,,Psittacidae (Papegaaien),Vogels,"Ridgway, R, 1887",zeldzaam,incidentele invoer,,https://waarneming.nl/species/71657/
73334,Geelkopcaracara,Daptrius chimachima,soort,,Falconidae (Caracara's en Valken),Vogels,"(Vieillot, LJP, 1816)",vrij algemeen,exoot,,https://waarneming.nl/species/73334/
79131,Geelkoptroepiaal,Xanthocephalus xanthocephalus,soort,,Icteridae (Troepialen),Vogels,"(Bonaparte, CLJL, 1826)",zeer zeldzaam,inheems,,https://waarneming.nl/species/79131/
73477,Geelkruinkwak,Nyctanassa violacea,soort,,Ardeidae (Reigers),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/73477/
250,Geelpootmeeuw,Larus michahellis,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Naumann, JF, 1840",vrij algemeen,inheems,,https://waarneming.nl/species/250/
245337,Geelpootmeeuw ssp michahellis,Larus michahellis michahellis,ondersoort,250,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Naumann, JF, 1840",vrij algemeen,inheems,,https://waarneming.nl/species/245337/
199312,Geelrugwidavink,Euplectes macroura,soort,,Ploceidae (Wevers),Vogels,"(Gmelin, JF, 1789)",algemeen,exoot,,https://waarneming.nl/species/199312/
812,Geelsnavelduiker,Gavia adamsii,soort,,Gaviidae (Duikers),Vogels,"(Gray, GR, 1859)",zeer zeldzaam,inheems,,https://waarneming.nl/species/812/
70493,Geelsnaveleend,Anas undulata,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Dubois, CF, 1839",vrij algemeen,exoot,,https://waarneming.nl/species/70493/
1600,Geelsnavelkoekoek,Coccyzus americanus,soort,,Cuculidae (Koekoeken),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1600/
79185,Geelsnavelwouw,Milvus aegyptius,synoniem,364,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Gmelin, JF, 1788)",zeer zeldzaam,inheems,,https://waarneming.nl/species/79185/
1417,Geelvleugelara,Ara macao,soort,,Psittacidae (Papegaaien),Vogels,"(Linnaeus, C, 1758)",algemeen,exoot,,https://waarneming.nl/species/1417/
20838,Geelvoorhoofdamazone,Amazona ochrocephala,soort,,Psittacidae (Papegaaien),Vogels,"(Gmelin, JF, 1788)",algemeen,exoot,,https://waarneming.nl/species/20838/
94,Gekraagde Roodstaart,Phoenicurus phoenicurus,soort,,Muscicapidae (Vliegenvangers),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/94/
259980,Gekraagde Roodstaart ssp phoenicurus,Phoenicurus phoenicurus phoenicurus,ondersoort,94,Muscicapidae (Vliegenvangers),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/259980/
259981,Gekraagde Roodstaart ssp samamisicus,Phoenicurus phoenicurus samamisicus,ondersoort,94,Muscicapidae (Vliegenvangers),Vogels,"(Hablizl, CL, 1783)",zeer zeldzaam,inheems,,https://waarneming.nl/species/259981/
95,Gele Kwikstaart,Motacilla flava,soort,,Motacillidae (Piepers en Kwikstaarten),Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/95/
235014,Gele Kwikstaart ssp flava,Motacilla flava flava,ondersoort,95,Motacillidae (Piepers en Kwikstaarten),Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/235014/
262128,Gele Zanger,Setophaga aestiva,soort,,Parulidae (Amerikaanse zangers),Vogels,"(Gmelin, JF, 1789)",zeer zeldzaam,inheems,,https://waarneming.nl/species/262128/
3,Geoorde Fuut,Podiceps nigricollis,soort,,Podicipedidae (Futen),Vogels,"Brehm, CL, 1831",vrij algemeen,inheems,,https://waarneming.nl/species/3/
244001,Geoorde Fuut ssp nigricollis,Podiceps nigricollis nigricollis,ondersoort,3,Podicipedidae (Futen),Vogels,"Brehm, CL, 1831",vrij algemeen,inheems,,https://waarneming.nl/species/244001/
72491,Geoorde Treurduif,Zenaida auriculata,soort,,Columbidae (Duiven),Vogels,"(des Murs, MAPO, 1847)",algemeen,exoot,,https://waarneming.nl/species/72491/
70421,Geschubde Kwartel,Callipepla squamata,soort,,Odontophoridae (Amerikaanse Kwartels),Vogels,"(Vigors, NA, 1830)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/70421/
72390,Gespikkelde Duif,Columba guinea,soort,,Columbidae (Duiven),Vogels,"Linnaeus, C, 1758",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/72390/
370,Gestreepte Strandloper,Calidris melanotos,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Vieillot, LJP, 1819)",zeldzaam,inheems,,https://waarneming.nl/species/370/
70451,Gevlekte Fluiteend,Dendrocygna guttata,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Schlegel, H, 1866",vrij algemeen,exoot,,https://waarneming.nl/species/70451/
78946,Gewone Saffraangors,Sicalis flaveola,soort,,Thraupidae (Tangaren),Vogels,"(Linnaeus, C, 1766)",vrij algemeen,exoot,,https://waarneming.nl/species/78946/
251,Giervalk,Falco rusticolus,soort,,Falconidae (Caracara's en Valken),Vogels,"Linnaeus, C, 1758",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/251/
97,Gierzwaluw,Apus apus,soort,,Apodidae (Gierzwaluwen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/97/
703827,Gierzwaluw (Apus) onbekend,Apus spec.,verzamelsoort,,Apodidae (Gierzwaluwen),Vogels,"Scopoli, GA, 1777",algemeen,inheems,,https://waarneming.nl/species/703827/
247833,Gierzwaluw ssp apus,Apus apus apus,ondersoort,97,Apodidae (Gierzwaluwen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/247833/
98,Glanskop,Poecile palustris,soort,,Paridae (Mezen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/98/
255362,Glanskop ssp palustris,Poecile palustris palustris,ondersoort,98,Paridae (Mezen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/255362/
79166,Glanstroepiaal,Quiscalus quiscula,soort,,Icteridae (Troepialen),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/79166/
71397,Goffins Kaketoe,Cacatua goffiniana,soort,,Cacatuidae (Kakatoes),Vogels,"Roselaar, CS; Michels, JP, 2004",vrij algemeen,exoot,,https://waarneming.nl/species/71397/
78171,Gordelamadine,Poephila cincta,soort,,Estrildidae (Prachtvinken),Vogels,"(Gould, J, 1837)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/78171/
643334,Gors onbekend,Emberizidae indet.,verzamelsoort,,Emberizidae (Gorzen),Vogels,,vrij algemeen,inheems,,https://waarneming.nl/species/643334/
78154,Goudbuikje,Amandava subflava,soort,,Estrildidae (Prachtvinken),Vogels,"(Vieillot, LJP, 1819)",vrij algemeen,exoot,,https://waarneming.nl/species/78154/
2012,Gouden Taling,Spatula hottentota,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Eyton, TC, 1838)",algemeen,exoot,,https://waarneming.nl/species/2012/
1613,Goudfazant,Chrysolophus pictus,soort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,"(Linnaeus, C, 1758)",vrij algemeen,exoot,,https://waarneming.nl/species/1613/
99,Goudhaan,Regulus regulus,soort,,Regulidae (Goudhanen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/99/
643328,Goudhaan onbekend,Regulidae indet.,verzamelsoort,,Regulidae (Goudhanen),Vogels,,algemeen,inheems,,https://waarneming.nl/species/643328/
258509,Goudhaan ssp regulus,Regulus regulus regulus,ondersoort,99,Regulidae (Goudhanen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/258509/
1566,Goudlijster,Zoothera aurea,soort,,Turdidae (Lijsters),Vogels,"(Holandre, JJJ, 1825)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1566/
100,Goudplevier,Pluvialis apricaria,soort,,Charadriidae (Kieviten en Plevieren),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/100/
78303,Goudsijs,Spinus tristis,soort,,Fringillidae (Vinken),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/78303/
101,Goudvink,Pyrrhula pyrrhula,soort,,Fringillidae (Vinken),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/101/
261986,Goudvink ssp europaea,Pyrrhula pyrrhula europaea,ondersoort,101,Fringillidae (Vinken),Vogels,"Vieillot, LJP, 1816",vrij algemeen,inheems,,https://waarneming.nl/species/261986/
78184,Goulds Amadine,Chloebia gouldiae,soort,,Estrildidae (Prachtvinken),Vogels,"(Gould, J, 1844)",zeldzaam,incidentele invoer,,https://waarneming.nl/species/78184/
76285,Grandala,Grandala coelicolor,soort,,Turdidae (Lijsters),Vogels,"Hodgson, BH, 1843",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/76285/
102,Grasmus,Curruca communis,soort,,Sylviidae (Grasmussen),Vogels,"(Latham, J, 1787)",algemeen,inheems,,https://waarneming.nl/species/102/
258127,Grasmus ssp communis,Curruca communis communis,ondersoort,102,Sylviidae (Grasmussen),Vogels,"(Latham, J, 1787)",algemeen,inheems,,https://waarneming.nl/species/258127/
1946,Grasparkiet,Melopsittacus undulatus,soort,,Psittaculidae (Parkieten),Vogels,"(Shaw, G, 1805)",algemeen,exoot,,https://waarneming.nl/species/1946/
103,Graspieper,Anthus pratensis,soort,,Motacillidae (Piepers en Kwikstaarten),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/103/
1111,Graszanger,Cisticola juncidis,soort,,Cisticolidae (Graszangers),Vogels,"(Rafinesque, CS, 1810)",zeldzaam,inheems,,https://waarneming.nl/species/1111/
257109,Graszanger ssp cisticola,Cisticola juncidis cisticola,ondersoort,1111,Cisticolidae (Graszangers),Vogels,"(Temminck, CJ, 1820)",zeldzaam,inheems,,https://waarneming.nl/species/257109/
20822,Grauwe Buulbuul,Pycnonotus barbatus,soort,,Pycnonotidae (Buulbuuls),Vogels,"(Desfontaines, RL, 1789)",algemeen,exoot,,https://waarneming.nl/species/20822/
252,Grauwe Fitis,Phylloscopus trochiloides,soort,,Phylloscopidae (Boszangers),Vogels,"(Sundevall, CJ, 1837)",zeer zeldzaam,inheems,,https://waarneming.nl/species/252/
253,Grauwe Franjepoot,Phalaropus lobatus,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Linnaeus, C, 1758)",zeldzaam,inheems,,https://waarneming.nl/species/253/
104,Grauwe Gans,Anser anser,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/104/
243781,Grauwe Gans ssp anser,Anser anser anser,ondersoort,104,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/243781/
57,Grauwe Gors,Emberiza calandra,soort,,Emberizidae (Gorzen),Vogels,"Linnaeus, C, 1758",zeldzaam,inheems,,https://waarneming.nl/species/57/
262608,Grauwe Gors ssp calandra,Emberiza calandra calandra,ondersoort,57,Emberizidae (Gorzen),Vogels,"Linnaeus, C, 1758",zeldzaam,inheems,,https://waarneming.nl/species/262608/
14,Grauwe Kiekendief,Circus pygargus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/14/
51,Grauwe Klauwier,Lanius collurio,soort,,Laniidae (Klauwieren),Vogels,"Linnaeus, C, 1758",vrij algemeen,inheems,,https://waarneming.nl/species/51/
1388,Grauwe Pijlstormvogel,Ardenna grisea,soort,,Procellariidae (Stormvogels en pijlstormvogels),Vogels,"(Gmelin, JF, 1789)",vrij algemeen,inheems,,https://waarneming.nl/species/1388/
105,Grauwe Vliegenvanger,Muscicapa striata,soort,,Muscicapidae (Vliegenvangers),Vogels,"(Pallas, PS, 1764)",vrij algemeen,inheems,,https://waarneming.nl/species/105/
260224,Grauwe Vliegenvanger ssp striata,Muscicapa striata striata,ondersoort,105,Muscicapidae (Vliegenvangers),Vogels,"(Pallas, PS, 1764)",vrij algemeen,inheems,,https://waarneming.nl/species/260224/
805941,Grauwe of Steppekiekendief,Circus pygargus / macrourus,verzamelsoort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,,vrij algemeen,inheems,,https://waarneming.nl/species/805941/
19277,Grenadierwever,Euplectes orix,soort,,Ploceidae (Wevers),Vogels,"(Linnaeus, C, 1758)",algemeen,exoot,,https://waarneming.nl/species/19277/
21,Griel,Burhinus oedicnemus,soort,,Burhinidae (Grielen),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/21/
70471,Grijskopgans,Chloephaga poliocephala,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Sclater, PL, 1857",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/70471/
71105,Grijskopijsvogel,Halcyon leucocephala,soort,,Alcedinidae (IJsvogels),Vogels,"(Müller, PLS, 1776)",vrij algemeen,exoot,,https://waarneming.nl/species/71105/
73011,Grijskopkievit,Vanellus cinereus,soort,,Charadriidae (Kieviten en Plevieren),Vogels,"(Blyth, E, 1842)",zeer zeldzaam,inheems,,https://waarneming.nl/species/73011/
71516,Grijskopparkiet,Psittacula himalayana,soort,,Psittaculidae (Parkieten),Vogels,"(Lesson, RP, 1832)",vrij algemeen,exoot,,https://waarneming.nl/species/71516/
989,Grijskopspecht,Picus canus,soort,,Picidae (Spechten),Vogels,"Gmelin, JF, 1788",zeer zeldzaam,inheems,,https://waarneming.nl/species/989/
262074,Grijskopzanger,Geothlypis philadelphia,soort,,Parulidae (Amerikaanse zangers),Vogels,"(Wilson, A, 1810)",zeer zeldzaam,inheems,,https://waarneming.nl/species/262074/
76017,Grijswangdwerglijster,Catharus minimus,soort,,Turdidae (Lijsters),Vogels,"(de Lafresnaye, NFAA, 1848)",zeer zeldzaam,inheems,,https://waarneming.nl/species/76017/
72108,Grijze Bananeneter,Crinifer piscator,soort,,Musophagidae (Toerako's),Vogels,"(Boddaert, P, 1783)",vrij algemeen,exoot,,https://waarneming.nl/species/72108/
19278,Grijze Gors,Emberiza cia,soort,,Emberizidae (Gorzen),Vogels,"Linnaeus, C, 1766",zeer zeldzaam,inheems,,https://waarneming.nl/species/19278/
1584,Grijze Junco,Junco hyemalis,soort,,Passerellidae (Amerikaanse Gorzen),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1584/
